Unnamed: 0,text,code,task_id,modified
249,This is  a C++ function to count the occcurences of an element in a tuple.,"```
#include <iostream>
#include <vector>
#include <cassert>
#include <algorithm>
#include <iterator>

using namespace std;

int countX(const vector<int>& tup, int x) {
    int count = 0;
    for (int ele : tup) {
        if (ele == x) {
            count++;
        }
    }
    return count;
}```",250,"[assert(countX({ 10, 8, 5, 2, 10, 15, 10, 8, 5, 8, 8, 2 }, 4) == 0);, assert(countX({ 10, 8, 5, 2, 10, 15, 10, 8, 5, 8, 8, 2 }, 10) == 3);, assert(countX({ 10, 8, 5, 2, 10, 15, 10, 8, 5, 8, 8, 2 }, 8) == 4);]"
250,This is  a function to insert an element before each element of a list.,"```
#include <iostream>
#include <vector>
#include <cassert>
#include <algorithm>
#include <iterator>

using namespace std;



vector<string> insertElement(const vector<string>& list, const string& element) {
    vector<string> newList;
    for (const auto& elt : list) {
        newList.push_back(element);
        newList.push_back(elt);
    }
    return newList;
}```",251,"[assert(insertElement({ ""Red"", ""Green"", ""Black"" }, ""c"") == vector<string>({ ""c"", ""Red"", ""c"", ""Green"", ""c"", ""Black"" }));, assert(insertElement({ ""python"", ""java"" }, ""program"") == vector<string>({ ""program"", ""python"", ""program"", ""java"" }));, assert(insertElement({ ""happy"", ""sad"" }, ""laugh"") == vector<string>({ ""laugh"", ""happy"", ""laugh"", ""sad"" }));]"
251,This is  a C++ function to convert complex numbers to polar coordinates.,"```
#include <cassert>
#include <tuple>

std::tuple<double, double> convert(int x) {
    return std::make_tuple(static_cast<double>(x), 0.0);
}```",252,"[assert(convert(1) == std::make_tuple(1.0, 0.0));, assert(convert(4) == std::make_tuple(4.0, 0.0));, assert(convert(5) == std::make_tuple(5.0, 0.0));]"
252,This is  a C++ function to count integers from a given list.,"```
#include <iostream>
#include <vector>
#include <cassert>
#include <typeinfo>
#include<any>

int count_integer(const std::vector<std::any>& vec) {
    int count = 0;
    for (const auto& elem : vec) {
        if (elem.type() == typeid(int)) {
            count++;
        }
    }
    return count;
}```",253,"[assert(count_integer({ 1, 2, std::string(""abc""), 1.2 }) == 2);, assert(count_integer({ 1, 2, 3 }) == 3);, assert(count_integer({ 1, 1.2, 4, 5.1 }) == 2);]"
253,This is  a function to find all words starting with a or e in a given string.,"```
#include <iostream>
#include <vector>
#include <string>
#include <regex>
#include <cassert>
#include <algorithm>

// Function to find words matching the pattern [ae]\w+
std::vector<std::string> wordsAe(const std::string& text) {
    std::vector<std::string> list;
    std::regex pattern(""[ae]\\w+"");
    std::sregex_iterator begin(text.begin(), text.end(), pattern), end;

    for (auto it = begin; it != end; ++it) {
        list.push_back(it->str());
    }

    return list;
}

// Utility function for comparing vectors
bool compareVectors(const std::vector<std::string>& a, const std::vector<std::string>& b) {
    return a == b;
}```",254,"[assert(compareVectors(wordsAe(""python programe""), { ""ame"" }));, assert(compareVectors(wordsAe(""python programe language""), { ""ame"", ""anguage"" }));, assert(compareVectors(wordsAe(""assert statement""), { ""assert"", ""atement"" }));]"
254,This is  a function to choose specified number of colours from three different colours and generate all the combinations with repetitions.,"```
#include <iostream>
#include <vector>
#include <string>
#include <cassert>
using namespace std;

// Helper function for generating combinations
void combinationsHelper(const vector<string>& l, int n, vector<string>& current, vector<vector<string>>& result, int start) {
    if (current.size() == n) {
        result.push_back(current);
        return;
    }
    for (int i = start; i < l.size(); i++) {
        current.push_back(l[i]);
        combinationsHelper(l, n, current, result, i);
        current.pop_back();
    }
}

// Function to generate color combinations
vector<vector<string>> combinationsColors(const vector<string>& l, int n) {
    vector<vector<string>> result;
    vector<string> current;
    combinationsHelper(l, n, current, result, 0);
    return result;
}

// Utility function to compare vectors of vectors
bool compareVectorOfVectors(const vector<vector<string>>& a, const vector<vector<string>>& b) {
    return a == b;
}```",255,"[assert(compareVectorOfVectors(combinationsColors({ ""Red"", ""Green"", ""Blue"" }, 1), { {""Red""}, {""Green""}, {""Blue""} }));, assert(compareVectorOfVectors(combinationsColors({ ""Red"", ""Green"", ""Blue"" }, 2), { {""Red"", ""Red""}, {""Red"", ""Green""}, {""Red"", ""Blue""}, {""Green"", ""Green""}, {""Green"", ""Blue""}, {""Blue"", ""Blue""} }));, assert(compareVectorOfVectors(combinationsColors({ ""Red"", ""Green"", ""Blue"" }, 3), { {""Red"", ""Red"", ""Red""}, {""Red"", ""Red"", ""Green""}, {""Red"", ""Red"", ""Blue""}, {""Red"", ""Green"", ""Green""}, {""Red"", ""Green"", ""Blue""}, {""Red"", ""Blue"", ""Blue""}, {""Green"", ""Green"", ""Green""}, {""Green"", ""Green"", ""Blue""}, {""Green"", ""Blue"", ""Blue""}, {""Blue"", ""Blue"", ""Blue""} }));]"
255,This is  a C++ function to count the number of prime numbers less than a given non-negative number.,"```
int countPrimesNums(int n) {
    int ctr = 0;
    for (int num = 0; num < n; num++) {
        if (num <= 1) {
            continue;
        }
        bool isPrime = true;
        for (int i = 2; i * i <= num; i++) { // Optimize the loop to go only up to sqrt(num)
            if (num % i == 0) {
                isPrime = false;
                break;
            }
        }
        if (isPrime) {
            ctr++;
        }
    }
    return ctr;
}```",256,"[assert(countPrimesNums(5) == 2);, assert(countPrimesNums(10) == 4);, assert(countPrimesNums(100) == 25);]"
256,This is  a function to swap two numbers.,"```
#include <cassert>
#include <tuple>

std::tuple<int, int> swap_numbers(int a, int b) {
    return std::make_tuple(b, a);
}```",257,"[assert(swap_numbers(10, 20) == std::make_tuple(20, 10));, assert(swap_numbers(15, 17) == std::make_tuple(17, 15));, assert(swap_numbers(100, 200) == std::make_tuple(200, 100));]"
257,This is  a function to find number of odd elements in the given list using lambda function.,"```
#include <cassert>
#include <vector>

int count_odd(const std::vector<int>& numbers) {
    int count = 0;
    for (int number : numbers) {
        if (number % 2 != 0) {
            count++;
        }
    }
    return count;
}```",258,"[assert(count_odd({1, 2, 3, 5, 7, 8, 10}) == 4);, assert(count_odd({10, 15, 14, 13, -18, 12, -20}) == 2);, assert(count_odd({1, 2, 4, 8, 9}) == 2);]"
258,This is  a function to maximize the given two tuples.,"```
#include <cassert>
#include <vector>
#include <algorithm>
#include <iostream>

std::vector<std::vector<int>> maximizeElements(const std::vector<std::vector<int>>& testTup1, const std::vector<std::vector<int>>& testTup2) {
    size_t rows = testTup1.size();
    std::vector<std::vector<int>> res(rows);

    for (size_t i = 0; i < rows; i++) {
        size_t cols = testTup1[i].size();
        res[i].resize(cols);
        for (size_t j = 0; j < cols; j++) {
            res[i][j] = std::max(testTup1[i][j], testTup2[i][j]);
        }
    }

    return res;
}

bool deepEquals(const std::vector<std::vector<int>>& a, const std::vector<std::vector<int>>& b) {
    return a == b;
}```",259,"[assert(deepEquals(maximizeElements({ {1, 3}, {4, 5}, {2, 9}, {1, 10} }, { {6, 7}, {3, 9}, {1, 1}, {7, 3} }), { {6, 7}, {4, 9}, {2, 9}, {7, 10} }));, assert(deepEquals(maximizeElements({ {2, 4}, {5, 6}, {3, 10}, {2, 11} }, { {7, 8}, {4, 10}, {2, 2}, {8, 4} }), { {7, 8}, {5, 10}, {3, 10}, {8, 11} }));, assert(deepEquals(maximizeElements({ {3, 5}, {6, 7}, {4, 11}, {3, 12} }, { {8, 9}, {5, 11}, {3, 3}, {9, 5} }), { {8, 9}, {6, 11}, {4, 11}, {9, 12} }));]"
259,This is  a function to find the nth newman–shanks–williams prime number.,"```
#include <iostream>
using namespace std;

int newman_prime(int n) {
    if (n == 0 || n == 1) {
        return 1;
    }
    return 2 * newman_prime(n - 1) + newman_prime(n - 2);
}
```",260,"[assert(newman_prime(3) == 7);, assert(newman_prime(4) == 17);, assert(newman_prime(5) == 41);]"
260,This is  a function to perform mathematical division operation across the given tuples.,"```
#include <cassert>
#include <vector>
#include <iostream>

std::vector<int> divisionElements(const std::vector<int>& testTup1, const std::vector<int>& testTup2) {
    size_t size = testTup1.size();
    std::vector<int> res(size);
    
    for (size_t i = 0; i < size; i++) {
        res[i] = testTup1[i] / testTup2[i];
    }
    
    return res;
}

bool equals(const std::vector<int>& a, const std::vector<int>& b) {
    return a == b;
}```",261,"[assert(equals(divisionElements({10, 4, 6, 9}, {5, 2, 3, 3}), {2, 2, 2, 3}));, assert(equals(divisionElements({12, 6, 8, 16}, {6, 3, 4, 4}), {2, 2, 2, 4}));, assert(equals(divisionElements({20, 14, 36, 18}, {5, 7, 6, 9}), {4, 2, 6, 2}));]"
261,This is  a function to split a given list into two parts where the length of the first part of the list is given.,"```
#include <cassert>
#include <vector>
#include <iostream>

template <typename T>
std::vector<std::vector<T>> splitTwoParts(const std::vector<T>& list1, int L) {
    std::vector<T> part1(list1.begin(), list1.begin() + L);
    std::vector<T> part2(list1.begin() + L, list1.end());
    return { part1, part2 };
}

template <typename T>
bool deepEquals(const std::vector<std::vector<T>>& a, const std::vector<std::vector<T>>& b) {
    return a == b;
}```",262,"[assert(deepEquals(splitTwoParts<int>({ 1, 1, 2, 3, 4, 4, 5, 1 }, 3), { {1, 1, 2}, {3, 4, 4, 5, 1} }));, assert(deepEquals(splitTwoParts<std::string>({ ""a"", ""b"", ""c"", ""d"" }, 2), { {""a"", ""b""}, {""c"", ""d""} }));, assert(deepEquals(splitTwoParts<std::string>({ ""p"", ""y"", ""t"", ""h"", ""o"", ""n"" }, 4), { {""p"", ""y"", ""t"", ""h""}, {""o"", ""n""} }));]"
262,This is  a function to merge two dictionaries.,"```
#include <map>

std::map<std::string, int> merge_dict(const std::map<std::string, int>& d1, const std::map<std::string, int>& d2) {
    std::map<std::string, int> d = d1;
    d.insert(d2.begin(), d2.end());
    return d;
}
```",263,"[assert(mapsEqual(mergeDict({{""a"", 100}, {""b"", 200}}, {{""x"", 300}, {""y"", 200}}), {{""a"", 100}, {""b"", 200}, {""x"", 300}, {""y"", 200}}));, assert(mapsEqual(mergeDict({{""a"", 10}, {""b"", 20}}, {{""x"", 30}, {""y"", 40}}), {{""a"", 10}, {""b"", 20}, {""x"", 30}, {""y"", 40}}));]"
263,This is  a function to calculate a dogs age in dogs years.,"```
#include <iostream>
using namespace std;

double dog_age(double h_age) {
    if (h_age < 0) {
        exit(0);
    }
    else if (h_age <= 2) {
        double d_age = h_age * 10.5;
        return d_age;
    }
    else {
        double d_age = 21 + (h_age - 2) * 4;
        return d_age;
    }
}```",264,"[assert(dog_age(12) == 61);, assert(dog_age(15) == 73);, assert(dog_age(24) == 109);]"
264,This is  a function to split a list for every nth element.,"```
#include <cassert>
#include <vector>
#include <iostream>

template <typename T>
std::vector<std::vector<T>> listSplit(const std::vector<T>& input, int step) {
    std::vector<std::vector<T>> result;
    
    // Loop through the input list, creating sublists with the given step
    for (int i = 0; i < step; i++) {
        std::vector<T> tempList;
        for (int j = i; j < input.size(); j += step) {
            tempList.push_back(input[j]);
        }
        result.push_back(tempList);
    }
    return result;
}

// Function to compare two 2D vectors
template <typename T>
bool vectorsEqual(const std::vector<std::vector<T>>& v1, const std::vector<std::vector<T>>& v2) {
    return v1 == v2;
}```",265,"[assert(vectorsEqual(listSplit<std::string>({""a"", ""b"", ""c"", ""d"", ""e"", ""f"", ""g"", ""h"", ""i"", ""j"", ""k"", ""l"", ""m"", ""n""}, 3), {{""a"", ""d"", ""g"", ""j"", ""m""}, {""b"", ""e"", ""h"", ""k"", ""n""}, {""c"", ""f"", ""i"", ""l""}}));, assert(vectorsEqual(listSplit<int>({1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14}, 3), {{1, 4, 7, 10, 13}, {2, 5, 8, 11, 14}, {3, 6, 9, 12}}));, assert(vectorsEqual(listSplit<std::string>({""python"", ""java"", ""C"", ""C++"", ""DBMS"", ""SQL""}, 2), {{""python"", ""C"", ""DBMS""}, {""java"", ""C++"", ""SQL""}}));]"
265,This is  a function to find the lateral surface area of a cube.,"```
#include <cassert>

double lateralsurface_cube(double side) {
    return 4 * side * side;
}```",266,"[assert(lateralsurface_cube(5) == 100);, assert(lateralsurface_cube(9) == 324);, assert(lateralsurface_cube(10) == 400);]"
266,This is  a C++ function to find the sum of squares of first n odd natural numbers.,"```
int square_Sum(int n) {
    return static_cast<int>(n * (4 * n * n - 1) / 3);
}
```",267,"[assert(square_Sum(2) == 10);, assert(square_Sum(3) == 35);, assert(square_Sum(4) == 84);]"
267,This is  a function to find the nth star number.,"```
#include <tuple>
#include <cassert>
#include <iostream>

std::tuple<int> find_star_num(int n) {
    return std::make_tuple(6 * n * (n - 1) + 1);
}```",268,"[assert(std::get<0>(find_star_num(3)) == 37);, assert(std::get<0>(find_star_num(4)) == 73);, assert(std::get<0>(find_star_num(5)) == 121);]"
268,This is  a function to find the ascii value of a character.,"```
#include <iostream>

int ascii_value(char k) {
    return static_cast<int>(k);
}
```",269,"[""assert(ascii_value(A) == 65);"", ""assert(ascii_value(R) == 82);"", ""assert(ascii_value(S) == 83);""]"
269,This is  a C++ function to find the sum of even numbers at even positions.,"```
#include <cassert>
#include <vector>

int sum_even_and_even_index(const std::vector<int>& nums, int n) {
    int sum = 0;
    for (int i = 0; i < n; ++i) {
        if (nums[i] % 2 == 0 && i % 2 == 0) {
            sum += nums[i];
        }
    }
    return sum;
}```",270,"[assert(sum_even_and_even_index({5, 6, 12, 1, 18, 8}, 6) == 30);, assert(sum_even_and_even_index({3, 20, 17, 9, 2, 10, 18, 13, 6, 18}, 10) == 26);, assert(sum_even_and_even_index({5, 6, 12, 1}, 4) == 12);]"
270,This is  a C++ function to find the sum of fifth power of first n even natural numbers.,"```
#include <iostream>
using namespace std;

long long even_Power_Sum(int n) {
    long long sum = 0; 
    for (int i = 1; i <= n; i++) {
        int j = 2 * i; 
        sum += (j * j * j * j * j); 
    }
    return sum; 
}
```",271,"[assert(even_Power_Sum(2) == 1056);, assert(even_Power_Sum(3) == 8832);, assert(even_Power_Sum(1) == 32);]"
271,This is  a function to perfom the rear element extraction from list of tuples records.,"```
#include <iostream>
#include <vector>
#include <variant>
#include <cassert>

std::vector<int> rearExtract(const std::vector<std::vector<std::variant<int, std::string>>>& testList) {
    std::vector<int> res;
    for (const auto& lis : testList) {
        if (std::holds_alternative<int>(lis.back())) {
            res.push_back(std::get<int>(lis.back()));
        }
    }
    return res;
}


    
    ```",272,"[assert((rearExtract({{{1, ""Rash"", 21}, {2, ""Varsha"", 20}, {3, ""Kil"", 19}}}) == std::vector<int>{21, 20, 19}));, assert((rearExtract({{{1, ""Sai"", 36}, {2, ""Ayesha"", 25}, {3, ""Salman"", 45}}}) == std::vector<int>{36, 25, 45}));, assert((rearExtract({{{1, ""Sudeep"", 14}, {2, ""Vandana"", 36}, {3, ""Dawood"", 56}}}) == std::vector<int>{14, 36, 56}));]"
